X,Y,OBJECTID,FRIENDS_GROUP_NAME,PUBLIC_NAME,PARENT_NAME,ADDRESS,ZIP_CODE,CONTACT_EMAIL,CONTACT_WEBSITE,PPR_PROG_DISTRICT,PPR_OPS_DISTRICT,COUNCIL_DISTRICT,POLICE_DISTRICT,COMMENTS
-75.2156595401464,39.9817451865785,135,Friends of Centennial Lake,West Fairmount Park,West Fairmount Park,,19131,lhudson@parksideassociation.org,,7,5,4,19,
-75.0908834376415,40.0084700874782,136,Friends of Womrath Park,Womrath Park,Womrath Park,4098 FRANKFORD AVE,19124,pprstewardship@phila.gov,,5,3,7,15,
-75.1763653778343,40.0262772149274,137,Friends of West Penn Park,Morris and Penn Park,Morris and Penn Park,353 W PENN ST,19144,Kimmathis19@gmail.com,,4,4,8,39,
-75.0470086936019,40.0142638276932,138,Friends of Riverfront North,Lardners Point Park,Lardners Point Park,5202 LEVICK ST,19135,info@riverfrontnorth.org,https://www.riverfrontnorth.org,6,2,6,15,
-75.2130968642196,40.0216684781464,139,Friends of Wissahickon Neighbors Park ,Wissahickon Neighbors Park,Wissahickon Neighbors Park,3901 TERRACE ST,19128,pprstewardship@phila.gov,,3,4,4,5,
-74.988799040272,40.1247218537621,140,Friends of Poquessing Watershed,Poquessing Creek Park 2,Poquessing Creek Park,1300 POQUESSING CREEK DR,19116,dremick@friendsofpoquessing.org,https://www.facebook.com/PoquessingWatershed/hed/,1,1,10,7,Part of Poquessing
-74.9645754675874,40.1133102619759,141,Friends of Poquessing Watershed,Poquessing Creek Park 3,Poquessing Creek Park,3125 MECHANICSVILLE RD,19154,dremick@friendsofpoquessing.org,https://www.facebook.com/PoquessingWatershed/hed/,1,1,10,8,Part of Poquessing
-74.9751507904327,40.0995500729831,142,Friends of Poquessing Watershed,Poquessing Creek Park 4,Poquessing Creek Park,3601 ACADEMY RD,19154,dremick@friendsofpoquessing.org,https://www.facebook.com/PoquessingWatershed/hed/,"1, 2",1,10,8,Part of Poquessing
-74.9680223066449,40.078426788451,143,Friends of Poquessing Watershed,Poquessing Creek Park 5,Poquessing Creek Park,4341 WHITING RD,19154,dremick@friendsofpoquessing.org,https://www.facebook.com/PoquessingWatershed/hed/,2,1,10,8,Part of Poquessing
-74.9726418158892,40.073117908572,144,Friends of Poquessing Watershed,Poquessing Creek Park 6,Poquessing Creek Park,130 DIMARCO DR,19154,dremick@friendsofpoquessing.org,https://www.facebook.com/PoquessingWatershed/hed/,2,1,10,8,Part of Poquessing
-74.9812263378582,40.067001082942,145,Friends of Poquessing Watershed,Poquessing Creek Park 7,Poquessing Creek Park,10501 KNIGHTS RD,19154,dremick@friendsofpoquessing.org,https://www.facebook.com/PoquessingWatershed/hed/,2,1,10,8,Part of Poquessing
-74.9813640642831,40.0604747132556,146,Friends of Poquessing Watershed,Poquessing Creek Park 8,Poquessing Creek Park,9925 HEGERMAN ST,19114,dremick@friendsofpoquessing.org,https://www.facebook.com/PoquessingWatershed/hed/,2,1,6,8,Part of Poquessing
-75.1310661126353,40.0435476547499,147,Roots Garden Friends Group,Fisher Park,Fisher Park,572 W SPENCER ST,19120,mark.e.m.smith@gmail.com,,4,3,9,35,They are the group for the Fisher Park Roots Garden.
